text,label
"A Jason X alapfeltevése bugyuta, de furcsán hihető.",neutral
"Ez egy bölcs és erőteljes történet a fajról és a kultúráról, erőteljesen elmesélve, végig kiváló alakításokkal.",positive
"Egy borzasztóan jó, fájdalmasan emberi film.",positive
"A szereplőgárda akkor is jól teljesít, amikor a film nem.",neutral
"Nevetni fogsz az egész nyilvánvalóságán, vagy a hülyeségén, vagy talán a találékonyságán, de a lényeg az, hogy nevetni fogsz.",neutral
Mindenképpen megér 95 percet az életedből.,positive
"Egy szexi, meglepő románc - Idemoto és Kim remek párost alkotnak, a jeleneteik tele vannak szexuális lehetőségekkel és érzelmi veszélyekkel.",positive
"A jókedv és a komolyság közötti finom határvonalat figyelemre méltóan jól követi: mindent olyan meggyőződéssel ad elő, hogy nehéz nem elragadtatni magunkat.",positive
"Míg Oliver Stone összeesküvés-thrillerje, a JFK hosszú, bonyolult, sztárokkal teletömött és vizuálisan mutatós volt, A Kennedy-gyilkosság az egyszerűségből meríti jelentős erejét.",positive
"Vicces, szexi, lesújtó és gyógyíthatatlanul romantikus.",positive
"Tripla X egy kettős ügynök, és ő egy rossz fickó.",neutral
"Ha megtalálható az egyenletben a fergetegesen népszerű Vin Diesel, az garantáltan nagy kasszasikert eredményez.",positive
Nagyon jól megírt és nagyon jól játszott.,positive
"Egy erőteljes és sokatmondó történet, amely a tiltott szerelmet, a faji feszültséget és más olyan kérdéseket vizsgál, amelyek ma ugyanannyira érvényesek, mint az 1950-es években voltak.",positive
"Kábultan térsz magadhoz, összezavarodva, hogy pornót láttál-e, vagy dokumentumfilmet.",negative
"Távolról sem művészet, de a tavalyi béna Muskétástól eltérően ez a Dumas-adaptáció szórakoztat.",neutral
"A stábnak, a konyhaművészetnek és a mókás dallamoknak köszönhetően szerethető.",positive
Kiábrándító a sivár az elveszett huszonegyedik századi Amerika tárgyilagos portréjával.,negative
"Rendkívül ajánlott ez a magával ragadó történet, amely egy szörnyű történelmi eseményről és az azt kiváltó elemekről szól.",positive
"Elég jó móka van itt, hogy megmelengesse az animációs filmek rajongóinak szívét minden korosztályban.",positive
Sikerült átpréselnie magát Angelina Jolie meglepő humorérzékén.,neutral
"A Titkárnőnek sikerül az az ügyes trükk, hogy a perverzió, a vígjáték és a romantika virágait egy sajátosan csábító filmbokrétává kösse.",positive
"Judith és Zaza kibővített hálószobai jelenete olyan meghitt és érzéki, vicces és pszichológiailag önfeltáró, hogy hozzá képest a legtöbb szexjelent olcsó hisztériának tűnik.",positive
"Melankolikus gazdagsággal fényképezett és ékesszólóan előadott, mégis határozottan nem filmszerű.",neutral
"Egy szakértő pillantás a női barátságra, megtűzdelve némi nyers városi humorral.",neutral
"Ahogy elmerültem a Második világháborús emlékeimben, furcsa módon meghatódtam még a legelcsépeltebb és legbanálisabb dolgoktól is.",positive
"Az összhatás az áhítat és a szeretet - és egy furcsa késztetés arra, hogy fellépjünk egy deszkára, és, uh, szertefoszlik, haver.",neutral
"Ez az a ritka családi film, ami eredeti és édes, anélkül, hogy animációra és buta humorra hagyatkozna.",positive
"A Háromsági Gyűlés az irónia megdöbbentő hiányával közelíti meg a törekvést, és George Ratliff dokumentumfilmje, a Hell House, ami egy rémisztő film, tükrözi komolyságát.",neutral
"A Vallomások talán nem egyértelműen életrajz, és nem is árul el sok mindent Barris motivációiról, de a film egy furcsán lenyűgöző ábrázolása a popkultúra egyik építészének.",positive
"Ez a különleges film, ez a melankolikus film noir nagyon emlékeztetett engem a Mementóra.",neutral
"Egyszerű, szívbemarkoló és humorral dúsított film, amely megerősíti a szeretet és a társaság tápláló aspektusait.",positive
"Miller, Kuras és a színésznők együtt a Menekülés az életbe című filmet bonyolult, intim és intelligens utazássá teszik.",positive
"A Bella Márta csodája Gedeck alakítása, aki Mártát rendkívül megnyerővé teszi.",positive
"Cho a Notorious C.H.O. -val bebizonyítja, hogy megvan a tehetsége ahhoz, hogy felvegye a versenyt Pryorral, Carlinnel és Murphyvel.",positive
"Kevésbé elöltöltős és formásabb, mint az 1990-ben megjelent kétórás verzió.",positive
"A háborús fotóst nézve azt fogod gondolni, hogy Nachtwey utálja az általa mutatott háborúkat, és együtt érez az áldozatokkal, akiket felfed.",neutral
Igazi öröm a maga visszafogott módján.,positive
"Néhányan úgy dönthetnek, hogy a film végét reményteljesnek vagy optimistának értelmezik, de szerintem Payne valami sötétebbet keres.",neutral
"Bár 163 percig tart, a Belépési engedély minden, csak nem lagymatag.",positive
"Roskadásig tele van incidensekkel, és rengeteg karakterrel, néhányuk kitalált, néhányuk a történelemből való.",neutral
"Egy sokkal jobb dokumentumfilm - sokkal feltáróbb, érzelmesebb és meglepőbb - mint amit az unalmas angol címe alapján hinnénk.",positive
"A film utolsó fél órájával kapcsolatos problémám ellenére ajánlani fogom a Titkárnőt, tekintettel a Spader és Gyllenhaal által alakított csodálatos színészi klinikára, és arra az egyedülálló módra, ahogy Shainberg elmondja, milyen a szíve mélyén egy édes kislány.",positive
"Egy jól kidolgozott film, amely annál is inkább figyelemre méltó, mert érzelmi erejét és a kinyilatkoztatás pillanatait önuralommal és finom kétértelműséggel éri el.",positive
"A filmnek megvan az a hátborzongató képessége, hogy pontosan akkor hozza helyre magát, amikor azt hiszed, az a veszély fenyegeti, hogy félresikerül.",neutral
"A Bazi nagy görög lagzi az a ritka állatfajta, amit ""tökéletes családi filmnek"" neveznek, mert a családról szól.",positive
"A tehetséges Pearce-szel a keze ügyében, aki a félig stabil talajon képes megőrizni a dolgok drámaiságát, ez az átalakított Gép végső soron elég hatékony ahhoz, hogy elérje a maga számára kitűzött szerény, tömegbarát célokat.",neutral
"Egy film, ami egyszerűen szörnyű, de még mindig képes szórakoztatni bűnös élvezetként, mert annyira-rossz-hogy-már-vicces szint.",negative
"Egy zavarodott, de alkalmanként lefegyverző történet, amely tele van olyan pillanatokkal, amelyek egy Alice Csodaországban kalandból, egy zaklatós thrillerből és a tévés Big Brother egy sűrített évadából származnak.",neutral
"Egyrészt betekintést nyújt a közös munkafolyamatba, másrészt egy időszerű, tréfást arcát mutatja be annak a vállalati cirkusznak, amely a jelenlegi, fúziókkal és leépítésekkel teli légkörben létező hanglemezipar.",neutral
Konfliktuskereső álláspontjával Todd Solondz a politikai korrektséget és a külvárosi családokat veszi célba.,neutral
"Rendetlenség, de őszinte rendetlenség.",positive
"Ez a furcsa, távoli portugál import többé-kevésbé a Mocskos zsarutól és a Vámpíroktól kölcsönöz, és előáll egyfajta művészházi meleg pornó filmmel.",neutral
"Egy első filmhez képest az Emberbőr, bestiaszív szokatlanul biztosnak tűnik.",positive
"Egyfajta fotográfiai csoda, és minden bizonnyal felbecsülhetetlen értékű felvétel arról a különleges halas közösségről.",positive
"Érzelmes és laza, és nyilvánvalóan ez az, amire az Aniston-nak mindig is szüksége volt, hogy filmes karriert építsen.",positive
"Bár Olivier Assayas elegánsan megvalósított történelmi drámája időnként, úgy tűnik, ki van tömve eseményekkel egyfajta túlságosan lelkiismeretes adaptáció jegyében a három órás játékidő közelebb van a kettőhöz.",negative
"Egy káprázatosan gyönyörű mű, ami a japán animáció szinte minden kliséjét felforgatja, miközben több mint kielégítő mennyiségű vérontást okoz.",positive
"Terry egyfajta idősödő Piszkos Harry, ami tetszeni fog Eastwood hűséges rajongóinak és megfelel a történetnek, amelyben hősünknek lábbal kell taposnia az inkompetens rendőröket, hogy elkapja az emberét.",positive
"Az alkatrészeket Terry Gilliam tudatalattijából emelték ki, átnyomták Kafka húsdarálóján és belepasszírozták egy Bunuel-formába.",neutral
"Mint egy gyerek, akinek fontos mondanivalója van - a Skins hibáit könnyű megbocsátani, mert a szándékai fennköltek.",positive
Elragadó előétel az ételfilmek tradíciójában.,positive
"Egy valóságtól elrugaszkodott mű, amely színtiszta szórakozás.",positive
"A Kör megér egy pillantást, ha nem vágysz többre, mint egy kis olcsó izgalomra a Halloween-i szórakozáshoz.",neutral
"A film végső soron túl erősen támaszkodik a látványos, érzelmes, Rocky-szerű pillanatokra de ez egy olyan kellemes és bájos csomag, hogy túlságosan felvidít ahhoz, hogy vitázni kezdj róla.",neutral
Eldobni mindent a szerelem rövid pillanatának múló örömeiért.,neutral
"Felfegyverkezve egy kiemelkedő mellékszereplő gárdával, a szinte tökéletes Forstertől a mindig vidám Meara és Levy párosig, a Like Mike lő és betalál, ezzel a büszkévé téve névrokonát.",positive
"Egész korrekt, körömrágós film, jó kilátásokkal arra, hogy Franklin nagy dobása legyen, ami szükséges ahhoz, hogy ne tűnjön el Hollywood süllyesztőjében.",positive
"Dokudrámaként kezdődik, de csodásan építi fel a sokszereplős történetet.",positive
"Az egyik legédesebb film, ami az utóbbi időben kijött.",positive
"Bizonytalan kezdése után a Kísérleti gyilkosság beindul, és végig fenntartja ezt a színvonalat: különösen az emlékezetes, amikor Bullock először kihallgatja Goslingot.",positive
A történet végül meggyökerezik és erőteljessé válik.,positive
"Egy kicsit lehangoló és egy kicsit túl drámai időnként, de ez egy szép film azoknak, akik szeretik a francia realista romantikát.",neutral
Érzelmileg erős és politikailag hatásos film.,positive
Csábító és gyakran vicces dokumentumfilm.,positive
"Ez a film kicsit olyan, mint a bálnazsír rágása: időbe telik, hogy az ember élvezze az ízét, de megéri, még akkor is, ha 3 órát vesz igénybe.",neutral
"A pokol olyan megrázó portréja, amit lehetetlen egykönnyen elfelejteni.",positive
"Almodovar az érzelmi intelligencia képzeletbeli tanítója ebben a megnyerő, két férfiról szóló filmben, akik felfedezik, amit William James egyszer ""könnyek ajándékának"" nevezett.",positive
"Jobb, mint a langyos Star Trek: Űrlázadás; elmarad a Kapcsolatfelvételtől, mert a főgonosz a szöszt sem tudná leszedni Alice Krige borg királynő köpenyéről; és fél parszekkel (egy orrhosszal) előrébb végez, mint a Generációk.",neutral
"A Buta tündérek néha kicsit melodramatikus és talán egy kicsit elavult is (attól függően, hogy hol élsz ), de még mindig elég jó természetű, és  nem egy rossz módja egy-két óra eltöltésének, ha megnézed.",neutral
"Feszült, félelmetes szórakozás, amiközben folyamatosan izzad a tenyered.",positive
Majidi rendezése sosem volt letisztultabb és magabiztosabb.,positive
Milyen meghökkentően briliáns és szórakoztató film ez!,positive
"Kemény, megnyerő, gondoskodó, meleg.",positive
Hozz zsebkendőt.,neutral
"Egy thriller éllekkel - vagyis nem követi az elavult, standard, pontösszekötős történetet, ami mindennapossá vált azokban a filmekben, amik a bűnözői világ sötét bugyrait tárják fel.",positive
"A Se veled, se nélküled két nő barátságának mélyreható vizsgálata történésekkel teli évtizedeikben.",neutral
"A film eredendően csípősen és furcsamód szeszélyesen a gyász folyamatát ábrázolja, és furcsa módon belevonja a közönséget a veszteséghez kapcsolódó megmagyarázhatatlan fájdalomba és különcségbe.",neutral
"Bár Frodó nem hajtotta végre a küldetését, a merész új-zélandiak elszánt csoportja bebizonyította kreatív elszántságát.",positive
"Ez egy szögletes, szentimentális dráma, amely kielégít, pont úgy, ahogy a kedvenc ételeid.",positive
"Tiszta filmes mámor, a komédiák és a melodráma, az íztelenség és a bódult elegancia vadul ötletes keveréke.",positive
"Ramsay egyértelműen rendkívül tehetséges, és három rövidfilmjére és két szerepére alapozva, fogadok, hogy a harmadik filmje is figyelemre méltó lesz.",positive
"Egy ízléses, vidám pörgős film.",positive
"Gyors, fergeteges és szórakoztató, de hamar el is felejtődik.",neutral
"Egy elegáns animációs film egy rakoncátlan kamasz fiúról, aki vágyik a kalandra, és arra, hogy bizonyíthasson.",positive
"Devos és Cassel között óriási a kémia - szexuális és romantikus feszültségük, bár soha nem hangzik el, mégis érezhető.",positive
Teljesíti a Disney animáció minimális követelményét.,neutral
"Megható, bár egyenetlen siker.",positive
"Egy kivétellel, ebben a dél-londoni lakótelepi projektben minden gazember olyan életképtelen, mintha élveznék, hogy kihasználják őket.",negative
"Ez a film rendkívül vicces, vizuálisan magával ragadó, soha nem unalmas, és arra késztet minket, hogy elgondolkodjunk azon, hogyan fogyasztjuk a popkultúrát.",positive
Bőven vannak lenyűgöző elemek az E.T.-ben.,positive
"Nemcsak egy ember elnökké válásának krónikája, hanem annak is, hogy ez az ember egymagában hogyan alakított át egy keménykezű, cinikus újságírókkal teli repülőgépet, amely a kampány végére lényegében egy kibővített reklámosztállyá vált.",neutral
"Amíg vakvágányra nem fut az utolsó 10 vagy 15 percben, Larry Fessenden kísérteties új thrillere, a Wendigo egy üdítően okos és újszerű változata számos olyan témának, amik sokkal kevésbé kifinomult horrorfilmekből származnak.",neutral
Woo legércesebb felhangú filmje a Gyilkos óta.,positive
"A Járulékos veszteség szörnyen rossz, de extra pontokat szerez azzal, hogy úgy tesz, mintha nem lenne az.",negative
"Nagyon szórakoztató és vicces a közepén, bár valamivel kevésbé ütős az elején és a végén.",neutral
"Lehet, hogy szabványos filmkészítés, de nincs ezzel semmi baj, hogy ha a film jól kialakított, és ez valóban az.",positive
Fincher kamerakezelési érzéke és biztos tempója teszi átlagon felüli thrillerré.,positive
A film betekintést nyújt Kissinger hátterébe és történetébe.,neutral
"Egy lebilincselő portré egy olyan emberről, akinek megnyerő modora és színpompás stílusa az életnél is nagyobb karakterré tette.",positive
"A film megnyerő hangvételének nagy részét Grantnek köszönheti, aki  egy kicsit sem vesztette el azt a száraz humort, ami miatt a nézők az Atlanti-óceán mindkét partján megszerették.",positive
"Jól szórakozva használja ki a koncerten csápolás sztereotípiáit, miközben egy kis szívet és nyugtalanító témát ad hozzá.",positive
"Egy utazás, ami ugyanolyan nehéz a közönségnek, mint a főszereplőnek - mégis potenciálisan ugyanolyan kifizetődő.",neutral
"Ratliff két korábbi filmje, a Plutónium Cirkusz és a Purgatórium megye megmutatja, hogy hajlamos a bizonytalan vitatott módszerek alkalmazására, és ez a film része ennek a kényes kánonnak.",negative
"A Martin a hívogatóan vidám nyitánytól a pátosszal teli, de végül életigenlő fináléig mesterien vezényelt mű.",positive
"A szenvedélyek, rögeszmék és a legmagányosabb sötét foltok a legvirtuózabb határaikig feszülnek, ami szokatlanul szürreális tónust kölcsönöz az elbeszélésnek.",positive
"Egy vígjáték, ami az élet ritmusára ringatózik.",positive
"Időnként az Auto Focus olyan távolinak tűnik, hogy akár távcsövön keresztül is nézhetnéd.",negative
"Mégis a maga zárkózott, elérhetetlen módján annyira lenyűgöző, hogy egy pillanatra sem tudsz félrenézni.",positive
"Ha része vagy a célközönségének, élvezni fogod.",positive
"Máskülönben, talán.",neutral
"Mivel az animáció egyre inkább hangsúlyozza a számítógépet és a hidegséget, ez egy olyan film, amely a hagyomány és a melegség mellett áll.",positive
"A Penge II a harci játékok, horrorfilmek, krimik, James Bond, birkózás, sci-fi és az anime darabkáit egyetlen nagy, vérgőzös filmben egyesíti.",neutral
"Ahelyett, hogy morálisan fejbe vágná a közönséget, Schrader finom iróniára és vizuális eszközökre támaszkodik a nézőpontok közvetítése során.",positive
"A K-19 nem a filmtörténet egyik legnagyobb tengeralattjárós története, de megnyerő és izgalmasan meséli el, ahogy egy férfi szembeszáll a saját félelmének démonaival.",neutral
Rose legfrissebb munkái meglepően jól működnek.,positive
"A hatvanas évek stílusának egy könnyed, de pattogós darabja, amelyben a hős lehet, hogy lebukik, de a közönség tiszta eszkalációban részesül.",positive
"Nem kell hip-hop rajongónak lenned ahhoz, hogy értékeld a Karcot; ez a működő dokumentumfilmek védjegye.",positive
Az automata fegyverek lövöldözése között a történet a kapitalizmus éles kritikáját fogalmazza meg.,neutral
"Kombinálja a valószínűtlen melodrámát (felnyársalt torreádorok, kómás balerinák) finoman perverz éjjeli virrasztásokkal és szenzációs feloldásokkal, és a végén mégis tagadhatatlanul meghatódunk.",positive
"Bár a történetet tagadhatatlanul nehéz követni, Iwai gyönyörű látványelemei csábítóak.",neutral
"Ha túl tudsz lépni a tabutémán, akkor megéri az idődet.",positive
"Egy szép film: elegáns, szellemes és a kimért külső alatt rendíthetetlenül romantikus, rendkívül élvezetes a maga módján, bár nem igazán hű a forrásaihoz.",positive
"Scooby Doo biztosan beteljesít mindent, amiről a rajongók remélik, hogy benne lesz, és ebben az értelemben a film megérdemli az ajánlást.",positive
Megrázó erejű és elképesztően eleven holokausztdráma.,positive
"Szilárd szereposztás, biztos rendezés és a modernkori irónia teljes hiánya.",positive
"Ezek a karakterek annyira jól megalapozottak, hogy a banda nyugodtan veszi az őrült szabadságot és a leghülyébb dolgokat csinálja, és én ezt támogatom.",positive
"Egy napsütötte remekmű: részben társasjáték, részben pszichológiai esettanulmány, részben társas szatíra.",positive
Megér egy kíváncsi pillantást.,positive
"Figyeld a nyitottság érzését, a kis meglepetéseket.",positive
"Peter Kosminsky igazgató fórumot biztosít ezeknek a nőknek színészi képességeik bemutatására, és ők ezt teljes mértékben kihasználják.",positive
Az Auto Focus nem egy szokványos hollywoodi életrajzi film.,neutral
"Schrader célja, hogy elszánt pillantást vessen egy ember bukására, amelyet öntudatosságának hiánya okozott.",neutral
"A Bourne identitásnak fele ilyen szórakoztatónak kellene lennie, mint most,  de Doug Liman rendezőnek és kollégáinak sikerült elég akcióelemet beleépíteni a történetbe anélkül, hogy ehhez feláldozták volna a szereplőket vagy a hangulatot.",positive
"A Vegamesék rajongói számára ez étvágygerjesztőbb, mint egy spárga köret.",positive
"Ha nem vagy rajongó, olyan, mintha kelbimbót próbálnál enni.",negative
"Vonatkoztassunk el a Pókember félrevezető környezetéről, és egyértelművé válik, hogy valójában egy kielégítő nyári mozi.",neutral
"Az egész enyhén kellemes kirándulás - a 17 éves korhatár rövid meztelenségre és egy szörnyű holttestre utal - nem a saját maga körül forgó forró levegőjén, hanem Tim Allen ihletett teljesítményén marad fenn.",neutral
"A Menny egy káprázatosan furcsa film, ami mélyen foglalkozik az erkölcsökkel, de nem hajlandó nyíltan kommunikálni a nézőkkel.",neutral
"A Császári Klub, ami könyörtelen a maga békés módján, megtalálja az egyik legkonzervatívabb és legeldugottabb filmkészítési hagyományunkat, és új textúrát, új relevanciát, új valóságot ad neki.",positive
"Ez valóban szörnyű és szívszorító téma, de aminek a tanulságait érdemes újragondolni, ahányszor csak lehet.",positive
"Habár vakmerően felfedezi a szexuális identitáson átívelő vonzalmat, Ozpatek nem tudja megmutatni Antonia valódi érzelmeit, de legalább a Titkos élete című film gondolatokat ébreszt majd benned.",neutral
"Nem kérdéses, hogy ez egy komoly munka egy fontos rendezőtől, akinek új mondanivalója van arról, hogy hogyan tántorodunk meg gyakran az udvarlás ingoványos talaján, amikor mindent be kellene vetni.",positive
"Az ilyen reflexiók üzenete (szándékosan vagy sem) az, hogy bár egyetlen művészet sem nő a vákuumból, sok művész létezik benne.",neutral
"Gooding az energikus frontember, és nehéz ellenállni a lelkesedésének, még akkor is, ha a filmkészítők semmi eredetivel nem állnak elő a bohóckodós jelenetek terén.",neutral
"Az egyébként jótermészetű Mr. Deeds ezen filmje határozottan jobb, mint Sandler eddigi alkotásai, mivel ábrázolja a puszta ostobságot és New York-i színészek a vendégszereplői.",positive
"A film briliáns, tényleg.",positive
"Filozófia, mindennapi eseményeken keresztül illusztrálva.",neutral
Elegáns lendülettel rendezett film.,positive
Érdekes fordulatot ad a francia felnőtté válás műfajának.,positive
Érdekes bepillantást nyújt Peking gyorsan változó arculatába.,positive
"Egy szilárd, pszichológiai akciófilm Hongkongból.",positive
"Nézd meg most, mielőtt az elkerülhetetlen hollywoodi remake ellaposítja minden furcsa, érdekes részletét.",positive
"Holm végrehajtja ravasz, bonyolult varázsát, és Iben Hjelje teljesen elragadó Pumpkin szerepében.",positive
"Élvezetes családi vígjáték, faji hovatartozástól függetlenül.",positive
Az írói blokk minden bizonnyal legviccesebb és legpontosabb ábrázolása.,positive
"Egy komplett idiótára lenne szükség, hogy elrontsa Oscar Wilde klasszikus szatíráját.",neutral
"Világos, makulátlan stílusa és merész színei olyan szórakoztatóvá teszik, mintha lefekvés előtt egy túlméretezett képeskönyvet olvasnál.",positive
"A Mint Mike kiemelkedik a tini-pop kizsákmányoló, hosszú, becstelen történetéből, mivel csak részben hamis a tisztességessége.",neutral
"Bravó az újraírt történelemért, és a megalkuvást nem ismerő tudásért, hogy a legnagyobb erő a szeretet ereje.",positive
"A főszereplő Gaí, a hihetetlenül hosszú végtagokkal és édesen konspiratív mosollyal rendelkező színésznő, egy sudár szirénhez hasonlít.",neutral
"Még ha láttad is a Lökd a ritmust színpadi show-ban, ezt akkor is látnod kell!",positive
"Egy könnyű, mégis magával ragadó darab.",positive
"A nyolcvanas éveiben járó Lux nagyszerűen kombinálja a narrátort, a zsidó nagymamát és a főszereplőt - végigvezet minket egy filmen, ami részben életrajz, részben szórakoztatás és részben történelem.",positive
"Ez a felállás olyan egyszerű, hogy már-már a könnyedség határát súrolja, de a filmet a remek szereplőgárda tartja távol az olcsó középszerűségtől.",positive
"Tele van szomorú, ironikus humorral, ami a jiddis kultúrából és nyelvből fakad.",positive
"Egy időgép, egy utazás vissza a gyermekkorodba, amikor a sötét moziban elolvadtak a gondok, és a filmek képesek voltak megbabonázni, meghökkenteni és szórakoztatni.",positive
"Rubbo humorosan egyoldalú beavatkozása a ""ki is írta Shakespeare darabjait"" vitába.",positive
"Cantet gyönyörűen megvilágítja, mit jelent néha belülről kifelé, máskor pedig kívülről befelé nézni.",positive
A tengerész egy nagyszerű mese.,positive
"Ez olyan nyers és akciódús élmény, mintha a ring mellett ülnél miközben két keményfiú versenyez egymással.",positive
"A felnövés frusztrációját, kínosságát és eufóriáját idézi fel, anélkül, hogy a szokásos trópusokra támaszkodna.",positive
"Egy brilliáns vicc azok kárára, akik fizettek érte, és azokéra, akik fizetnek, hogy lássák.",negative
Felülemelkedik a vizuális ocsmányságon egy okos forgatókönyvvel és erős alakításokkal.,neutral
"Megdöbbentően ügyes és megindító - történelmileg jelentős művé válhat, éppúgy, mint mesterien elkészített művé.",positive
Gyönyörűen kidolgozott és hűvösen felkavaró - újrateremti a bűnözés légkörét.,positive
"A 2002-es év több felnőtté válásról szóló történetet varázsolt elő, mint amennyi lehetségesnek tűnik, de a ""Vigyázz a macskámra"" a legjobb közülük.",positive
"Bár nem mindig áll össze - az erőszak és a szeszély nem fér össze könnyen -, a ""Cherish"" biztosan nem unalmas.",neutral
"Az űrhajó látványa a kilövőálláson eléggé lenyűgöző IMAX-dimenziókban, akárcsak a kabinjukban lebegő űrhajósok felvételei.",positive
"Az Idő gyönyörű film, érdekes és időnként magával ragadó módon mutatja be a veszteséget és a magányt.",positive
"Egy érdekes betekintés a francia filmiparba a német megszállás alatt: a legcsodálatosabb pillanatok akkor bontakoznak ki, amikor a különböző karakterek kifejezik furcsa belső énjüket.",positive
"Egy jó dokumentumfilmet meg lehet különböztetni egy középszerűtől azzal, hogy a jobb film képes a témát érdekessé tenni azok számára, akik nem részei az állítólagos célközönségnek.",neutral
Ezekből a mércékből ítélve a Scratch elég jó kis dokumentumfilm.,positive
"Fubar nagyon vicces, de nem mindig a harsányan nevetős módon.",positive
A palesztin és izraeli gyerekek sokszínű és megdöbbentően artikulált szereposztása.,positive
"Enyhe, de élvezetes dokumentumfilm.",positive
"Nevezzük ezt a jégre tett Alul semmi-változatnak, az esélytelen sportcsapat újjáélesztésének.",negative
"Olyan visszafogott, szerves módon bontakozik ki, amely arra ösztönöz, hogy fogadjuk el azt az életet, és engedjük, hogy sodorjon minket magával.",positive
"Annak a minőségnek a csábító felidézése, ami Dickens munkáját örökzölddé teszi: a bőséges nyitottság, amivel kifejezi legalapvetőbb érzelmeinket.",positive
A pillanat heve győzedelmeskedik.,neutral
"Halk, füstös és hívogató sercegésben főzi meg a Magatartást.",neutral
Lebilincselő történet.,positive
"Denis az osztályelmélet-alapú dühtől és testvéri megszállottságtól vezérelve feltalál egy borotva-oldalú hangvillát, amely a kulturális, szexuális és társadalmi diszharmónia hangján szól.",neutral
"Egy lenyűgöző II. világháború előtti dráma élénk karakterekkel és egy meleg, megindító üzenettel.",positive
"Lehet, hogy a sztárok főiskolások, de a téma annyira felnőtt, amennyire csak lehet: a test kísértéseit egy kissé őrült, nyíltan elszánt fiatal nő szabadjára engedi, és egy egyéjszakás fürdőzésből tengernyi baj lesz.",positive
Elég jó kis film.,positive
"A Soha ne mondd, hogy soha megható, fergetegesen mulatságos, kényelmetlen és igen, még szexi is; a Soha ne mondd, hogy soha a romantikus komédia műfajának üdvözlendő és szívmelengető kiegészítője.",positive
"Aki nem látta a filmet mostanában, meglepődhet, hogy milyen sokféle tónusú Spielberg munkája.",positive
"Nagy része vicces, de vannak megdöbbentő, szürreális pillanatok is.",positive
"A digitális effektek Terry Gilliam régi, kezdetleges Monty Python-rajzfilmjeire emlékeztettek, amelyekben rajzokból és fényképekből vágott ki és illesztett össze figurákat.",neutral
"Szórakoztató keveréke a korabeli drámának és a színjátéknak, ami tetszene a történelem rajongóknak.",positive
"Kanada sarkvidéki fénye ragyog fel ebben a fagyos tundrán játszódó szappanoperában, amely rendkívüli életet lehel az inuitok magánéletébe.",positive
"A folyamatos mozgás számos jelenetben meghökkentő - beleértve a Büttnerrel szemben támasztott fizikai igénybevételt is -, és a történelem megmásíthatatlan, visszafordíthatatlan áramlását sugallja.",positive
"Felváltva vicces és szomorú, bosszantó és lélekbemarkoló, fanyar és vidám.",neutral
Ez egy mestermű.,positive
"A film üzenetei a toleranciáról és a sokszínűségről nem különösebben eredetiek, de a szimpatikus karakterek vonzzák az embert.",neutral
"Bár nem rendelkezik a műfaji gyöngyszemek teljes tekintélyével, a szerelem és a vérontás e magával ragadó keverékének van egyfajta robusztussága.",positive
"Egy hagyományos, de jól kidolgozott film egy történelmi jogi csatározásról Írországban egy embernek a saját gyerekei felneveléséhez való joga miatt.",positive
"Igen, olyan jó, mint ahogy emlékszel.",positive
"Sőt, még jobb.",positive
"Hartley a forgatókönyvben elég furcsa és szatirikus megjegyzést tesz hozzá ahhoz, hogy a film szórakoztató maradjon.",positive
"Ez egy megrázó film arról, hogy a szülők tudják, hol vannak a gombok, és hogyan kell megnyomni őket.",positive
Egy felkavaró road movie.,positive
"Az egyik legjobb film, amit valaha láttam, folyamatosan kihúzza alólunk a szőnyeget, új oldaláról látjuk a dolgokat, egyre mélyebbre merülünk, egyre intenzívebbé válik.",positive
Őrülten vicces!,positive
Évek óta nem nevettem ilyen jót!,positive
"Bárki, aki valaha is szenvedett egy szigorú zenetanár kezei alatt, kétségtelenül fantáziált már arról, milyen boldogtalan, elfojtott és kicsavart magánéletet érdemel a kínzója.",neutral
Ezek az emberek imádni fogják a Zongoratanárnőt.,positive
"Ez egy mestermű, olyan csendesen írva és rendezve, hogy inkább implóziótól félsz, mint robbanástól.",positive
"Lehet, hogy nem történelem, de mi van, ha mégis?",neutral
"De ez teszi az egyik legélvezetesebb és legkielégítőbb estévé a moziban, amit egy ideje már átéltem.",positive
"Ha a Lilo és Stitch nem is a legjobb Disney-darab (animációs filmek közül a Dumbo óta ez az első olyan film, amely akvarell hátteret használ), minden bizonnyal a legeredetibb az elmúlt éveben.",positive
"Lehet, hogy ez Dover Kosashvili debütálása játékfilmrendezőként, de nagyon is életszerű - karakán, kínos és ironikus.",positive
"Ez a horrorfilm valószínűleg nem állja meg a helyét, ha nappali fényben nézed, de a megfelelő körülmények között bolondos, ha nem is teljesen egészséges szórakozást nyújt.",neutral
"Nézd meg a Karcot a történelem miatt, a zene miatt, a tanulsága miatt, de legfőképpen a szenvedélye miatt.",positive
A Bowlingozás Columbine-ért nyugtalanító és gondolatébresztő film marad.,neutral
"Annak ellenére, hogy átitatódott egy videórendező érzékenységével, nem teszi teljesen üressé a szórakozást.",neutral
"De még a Jolie és Burns közti ""két rosszból lesz egy jó"" kémiát is figyelembe véve ez az egyébként vonzó film elveszíti a lelkét a forgatókönyvírás miatt.",neutral
